"","c__Gammaproteobacteria","f__Enterobacteriaceae","o__Enterobacteriales","f__Prevotellaceae","f__Paraprevotellaceae","f__Myxococcales.0319.6G20","s__Myxococcales.sp","c__Lentisphaeria","o__Victivallales","p__Lentisphaerae","g__Streptococcus","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Paraprevotella","g__Blautia","g__Erysipelotrichaceae.cc_115","s__Erysipelotrichaceae.cc_115.sp","s__symbiosum","s__Desulfovibrionaceae.sp","g__Desulfovibrionaceae.unidentified","f__Brevibacteriaceae","s__Brevibacterium.sp","s__ramosum","s__Sphingomonas.sp","s__Tepidimonas.sp","f__Microbacteriaceae","g__Tepidimonas","s__hathewayi","g__Staphylococcus","s__adolescentis","g__Rothia","s__citroniae","s__mucilaginosa","s__distasonis","g__Actinomyces","s__Actinomyces","s__stutzeri","o__Alteromonadales","g__Shewanella","f__Shewanellaceae","c__Bacilli","s__Roseburia.sp","s__Parvimonas.sp","g__Parvimonas","s__fragilis"
"s__Brevibacterium.sp",0.137865477903731,0.011415495362168,0.011415495362168,-0.0701286873318277,-0.0897166403015836,-0.11376375321004,0.0340350327269426,-0.122678953472124,-0.122678953472124,-0.122678953472124,0.791683038873441,0.746788672507338,0.746788672507338,0.746788672507338,-0.116577951409252,-0.188507079390628,-0.0948966093350029,-0.0948966093350029,-0.0746243927455112,-0.116577951409252,-0.116577951409252,1,1,-0.085997314059169,0.286299167156934,0.104495242683715,-0.0522886256214728,0.104495242683715,-0.12719406081164,0.610799257876236,-0.0598915016202113,0.0396947624183046,-0.151387184261007,0.0396947624183046,-0.0780815910428002,0.209798166350631,0.209798166350631,-0.069823873215155,0.0507599499055378,0.128036879932896,0.128036879932896,0.531263745109581,0.286299167156934,-0.0531644206650152,-0.0531644206650152,-0.0815229431052856
"s__ramosum",-0.201898835393846,-0.197616600482011,-0.197616600482011,-0.0919709009227449,-0.141191638689983,-0.159142936003885,-0.185683893516588,-0.134561226070363,-0.134561226070363,-0.134561226070363,-0.194938589277207,-0.0766473460499749,-0.0766473460499749,-0.0766473460499749,-0.0687992436768009,-0.0527401201617433,-0.149343619345225,-0.149343619345225,-0.110322613352957,-0.0687992436768009,-0.0687992436768009,-0.085997314059169,-0.085997314059169,1,0.150187852296528,-0.138868446999993,-0.00783707322619481,-0.138868446999993,-0.0597003497634768,-0.160207641600405,-0.114247638084662,0.0535454279901394,-0.00567251689282182,0.0535454279901394,-0.031858029275021,-0.0786119147744481,-0.0786119147744481,-0.0869925922093923,-0.0698980749003882,0.047975749589962,0.047975749589962,-0.222953805065822,0.0136534411178662,-0.0836675520668665,-0.0836675520668665,0.163934801002966
"s__Sphingomonas.sp",0.0510727861575991,-0.0471221768035259,-0.0471221768035259,-0.167010664280671,-0.0854636598166996,-0.108370829214413,-0.0367444981100594,-0.116863408069743,-0.116863408069743,-0.116863408069743,0.0359120775989246,-0.097944650594101,-0.097944650594101,-0.097944650594101,-0.111051621503845,0.0279332633558457,-0.0903980745456177,-0.0903980745456177,-0.0883200307984663,-0.087915867023877,-0.087915867023877,0.286299167156934,0.286299167156934,0.150187852296528,1,0.236688015169782,0.0308347029714188,0.236688015169782,-0.0999075525300587,0.162777945157703,0.337127638454882,0.0414142912245629,0.0309023007791113,0.0414142912245629,-0.046831955922865,0.808927880366694,0.808927880366694,0.0997708517754042,0.209532679756843,0.0290398438636336,0.0290398438636336,0.0870101433973626,0.972451790633609,-0.050644183139196,-0.050644183139196,-0.0517722543137727
"s__Tepidimonas.sp",0.54484575812493,0.532638061146435,0.532638061146435,-0.223507483155806,0.0158364744415193,0.49310474109217,0.671666176003305,-0.190519101786699,-0.190519101786699,-0.190519101786699,0.0329557798387941,-0.231800443430632,-0.231800443430632,-0.231800443430632,-0.170911233776844,-0.358872990491261,-0.169369451317274,-0.169369451317274,-0.0847560191122561,-0.059447385661511,-0.059447385661511,0.104495242683715,0.104495242683715,-0.138868446999993,0.236688015169782,1,0.0514232233804909,1,-0.0904639291750254,0.634061912017519,-0.0763521993572524,0.198080662259834,0.0992544350474112,0.198080662259834,0.148206514171733,0.515814761090006,0.515814761090006,0.0311550412026567,0.13912846523912,0.349771686558974,0.349771686558974,0.357887591444328,0.236688015169782,0.176218209133888,0.176218209133888,-0.0796787992858717
"f__Microbacteriaceae",0.169612680075782,0.172691860106668,0.172691860106668,-0.0639093980886785,-0.13647666482256,-0.0725723136708994,-0.0378403391918991,-0.105701155297708,-0.105701155297708,-0.105701155297708,0.0235583169666418,-0.158304290364976,-0.158304290364976,-0.158304290364976,-0.0823355022893211,-0.130560040015465,0.0210024806920854,0.0210024806920854,0.0414220840033782,0.0770235343996875,0.0770235343996875,-0.0522886256214728,-0.0522886256214728,-0.00783707322619481,0.0308347029714188,0.0514232233804909,1,0.0514232233804909,-0.110423326023024,0.115302169876451,-0.210877606847647,0.350892397369503,-0.0374467119272859,0.350892397369503,0.149429714399953,0.027313205075884,0.027313205075884,0.0461329216673823,0.452175438411785,0.541738150722271,0.541738150722271,0.0545304861238896,0.0308347029714188,-0.0920542203489317,-0.0920542203489317,0.104010432698867
"g__Tepidimonas",0.54484575812493,0.532638061146435,0.532638061146435,-0.223507483155806,0.0158364744415193,0.49310474109217,0.671666176003305,-0.190519101786699,-0.190519101786699,-0.190519101786699,0.0329557798387941,-0.231800443430632,-0.231800443430632,-0.231800443430632,-0.170911233776844,-0.358872990491261,-0.169369451317274,-0.169369451317274,-0.0847560191122561,-0.059447385661511,-0.059447385661511,0.104495242683715,0.104495242683715,-0.138868446999993,0.236688015169782,1,0.0514232233804909,1,-0.0904639291750254,0.634061912017519,-0.0763521993572524,0.198080662259834,0.0992544350474112,0.198080662259834,0.148206514171733,0.515814761090006,0.515814761090006,0.0311550412026567,0.13912846523912,0.349771686558974,0.349771686558974,0.357887591444328,0.236688015169782,0.176218209133888,0.176218209133888,-0.0796787992858717
"s__hathewayi",-0.213935173759818,-0.194856146955197,-0.194856146955197,0.071594355761661,-0.139219370388495,-0.157952278657733,-0.184016694244665,0.219516658160212,0.219516658160212,0.219516658160212,-0.077853893177971,0.0769025864005773,0.0769025864005773,0.0769025864005773,-0.0737889251848355,-0.0708204299578296,-0.0808255331488024,-0.0808255331488024,0.319695851466778,-0.180901881098306,-0.180901881098306,-0.12719406081164,-0.12719406081164,-0.0597003497634768,-0.0999075525300587,-0.0904639291750254,-0.110423326023024,-0.0904639291750254,1,-0.0703737392633685,0.344625399013215,-0.102352982728093,0.310868560211473,-0.102352982728093,-0.0999075525300587,0.0795536429250955,0.0795536429250955,0.0199592879141082,-0.169972281598495,-0.0971009461579528,-0.0971009461579528,-0.129254619138864,-0.0999075525300587,0.308285073074297,0.308285073074297,0.10985930742175
"g__Staphylococcus",0.474685748924718,0.404820297487591,0.404820297487591,-0.151641956657344,-0.163463184815973,0.317902183355127,0.444741815627471,-0.127628049762511,-0.127628049762511,-0.127628049762511,0.63745607261656,0.306759865666848,0.306759865666848,0.306759865666848,-0.146400880374752,-0.386294646978293,-0.2020416852551,-0.2020416852551,-0.11013320046691,-0.23365968324712,-0.23365968324712,0.610799257876236,0.610799257876236,-0.160207641600405,0.162777945157703,0.634061912017519,0.115302169876451,0.634061912017519,-0.0703737392633685,1,-0.0362253696315881,0.351634426701344,0.0510810402688419,0.351634426701344,-0.114290897663919,0.458639856448973,0.458639856448973,0.252025211125185,0.222053309697625,0.316410363144565,0.316410363144565,0.731493373737695,0.162777945157703,0.205158439958516,0.205158439958516,0.0650880716156635
"s__adolescentis",-0.194601781852102,-0.21231718173378,-0.21231718173378,-0.116457661749275,-0.126065047225737,-0.234259899642609,-0.273554517016632,0.0703774181190376,0.0703774181190376,0.0703774181190376,0.101955630204524,-0.0107838102543682,-0.0107838102543682,-0.0107838102543682,-0.169393533952123,0.0626080268268594,-0.126070373213139,-0.126070373213139,-0.0923792290454686,-0.154874088184798,-0.154874088184798,-0.0598915016202113,-0.0598915016202113,-0.114247638084662,0.337127638454882,-0.0763521993572524,-0.210877606847647,-0.0763521993572524,0.344625399013215,-0.0362253696315881,1,0.0922855274657765,0.229849414349419,0.0922855274657765,-0.0605100889534403,0.457892817909828,0.457892817909828,0.463805915569979,0.0927227334712855,-0.176172205875919,-0.176172205875919,0.27674207596751,0.337127638454882,0.0882863255318989,0.0882863255318989,-2.04572550496465e-20
"g__Rothia",0.212217182115315,0.233766067264727,0.233766067264727,0.145549917019725,-0.10838033879985,-0.228242705715909,0.0795862185953863,0.25153010669636,0.25153010669636,0.25153010669636,0.146427131240941,-0.176333383211442,-0.176333383211442,-0.176333383211442,-0.203644553528617,-0.242569172477585,-0.120048744528035,-0.120048744528035,0.0220587541533101,-0.188522433217086,-0.188522433217086,0.0396947624183046,0.0396947624183046,0.0535454279901394,0.0414142912245629,0.198080662259834,0.350892397369503,0.198080662259834,-0.102352982728093,0.351634426701344,0.0922855274657765,1,-0.0882750720260735,1,-0.0486167766549217,0.134775826054772,0.134775826054772,0.475811751654423,0.615423688842249,0.689649685287557,0.689649685287557,0.211625939003595,0.023408077648666,-0.106663070424534,-0.106663070424534,0.0507595025187056
"s__citroniae",-0.286455387803688,-0.270321209045916,-0.270321209045916,-0.358499309115421,-0.119267427370226,-0.165088759068413,-0.209234355502445,-0.264096555323601,-0.264096555323601,-0.264096555323601,-0.142807484629197,-0.227021329015316,-0.227021329015316,-0.227021329015316,0.0269138219114138,-0.156671182232552,-0.172584136916369,-0.172584136916369,0.0769675181059809,-0.247030436829763,-0.247030436829763,-0.151387184261007,-0.151387184261007,-0.00567251689282182,0.0309023007791113,0.0992544350474112,-0.0374467119272859,0.0992544350474112,0.310868560211473,0.0510810402688419,0.229849414349419,-0.0882750720260735,1,-0.0882750720260735,0.545940647097633,0.227348660177159,0.227348660177159,0.361546784530062,-0.087053341004533,-0.205105296079451,-0.205105296079451,-0.0877918987405943,0.0309023007791113,0.511993977164635,0.511993977164635,0.317265444178263
"s__mucilaginosa",0.212217182115315,0.233766067264727,0.233766067264727,0.145549917019725,-0.10838033879985,-0.228242705715909,0.0795862185953863,0.25153010669636,0.25153010669636,0.25153010669636,0.146427131240941,-0.176333383211442,-0.176333383211442,-0.176333383211442,-0.203644553528617,-0.242569172477585,-0.120048744528035,-0.120048744528035,0.0220587541533101,-0.188522433217086,-0.188522433217086,0.0396947624183046,0.0396947624183046,0.0535454279901394,0.0414142912245629,0.198080662259834,0.350892397369503,0.198080662259834,-0.102352982728093,0.351634426701344,0.0922855274657765,1,-0.0882750720260735,1,-0.0486167766549217,0.134775826054772,0.134775826054772,0.475811751654423,0.615423688842249,0.689649685287557,0.689649685287557,0.211625939003595,0.023408077648666,-0.106663070424534,-0.106663070424534,0.0507595025187056
"s__distasonis",-0.113089740777541,-0.101493919269133,-0.101493919269133,-0.0371134809512603,-0.0854636598166996,-0.108370829214413,-0.123202140721964,-0.0991568310894789,-0.0991568310894789,-0.0991568310894789,-0.143648310395698,-0.097944650594101,-0.097944650594101,-0.097944650594101,-0.111051621503845,-0.171590046328767,-0.0903980745456177,-0.0903980745456177,-0.109861501724922,-0.087915867023877,-0.087915867023877,-0.0780815910428002,-0.0780815910428002,-0.031858029275021,-0.046831955922865,0.148206514171733,0.149429714399953,0.148206514171733,-0.0999075525300587,-0.114290897663919,-0.0605100889534403,-0.0486167766549217,0.545940647097633,-0.0486167766549217,1,-0.0951679859254934,-0.0951679859254934,0.0997708517754042,-0.0926779160462958,-0.0871195315909009,-0.0871195315909009,-0.161590266309388,-0.046831955922865,-0.050644183139196,-0.050644183139196,-0.0733440269445113
"g__Actinomyces",0.189038506339567,0.114786531901632,0.114786531901632,-0.240397786783512,-0.164023654887299,0.0623962729739382,0.155560619616276,-0.147825333359554,-0.147825333359554,-0.147825333359554,0.140307973920192,-0.192924209713921,-0.192924209713921,-0.192924209713921,-0.0532831523927505,-0.172318201115448,-0.173493887501989,-0.173493887501989,-0.136431386649328,-0.193151427423721,-0.193151427423721,0.209798166350631,0.209798166350631,-0.0786119147744481,0.808927880366694,0.515814761090006,0.027313205075884,0.515814761090006,0.0795536429250955,0.458639856448973,0.457892817909828,0.134775826054772,0.227348660177159,0.134775826054772,-0.0951679859254934,1,1,0.183503888901411,0.214603306633223,0.133761311081292,0.133761311081292,0.357839354417164,0.808927880366694,0.340190838103721,0.340190838103721,0.0186304500485489
"s__Actinomyces",0.189038506339567,0.114786531901632,0.114786531901632,-0.240397786783512,-0.164023654887299,0.0623962729739382,0.155560619616276,-0.147825333359554,-0.147825333359554,-0.147825333359554,0.140307973920192,-0.192924209713921,-0.192924209713921,-0.192924209713921,-0.0532831523927505,-0.172318201115448,-0.173493887501989,-0.173493887501989,-0.136431386649328,-0.193151427423721,-0.193151427423721,0.209798166350631,0.209798166350631,-0.0786119147744481,0.808927880366694,0.515814761090006,0.027313205075884,0.515814761090006,0.0795536429250955,0.458639856448973,0.457892817909828,0.134775826054772,0.227348660177159,0.134775826054772,-0.0951679859254934,1,1,0.183503888901411,0.214603306633223,0.133761311081292,0.133761311081292,0.357839354417164,0.808927880366694,0.340190838103721,0.340190838103721,0.0186304500485489
"s__stutzeri",-0.0623904675683941,-0.0522681341636459,-0.0522681341636459,-0.0373370063691462,-0.0543794923387142,-0.0969097957435397,-0.110172584071586,0.0023750959149897,0.0023750959149897,0.0023750959149897,0.080858726720913,-0.110635281142527,-0.110635281142527,-0.110635281142527,-0.0993070740063617,-0.0843044957058523,-0.0808377955888151,-0.0808377955888151,-0.0549003985066724,-0.0993070740063617,-0.0993070740063617,-0.069823873215155,-0.069823873215155,-0.0869925922093923,0.0997708517754042,0.0311550412026567,0.0461329216673823,0.0311550412026567,0.0199592879141082,0.252025211125185,0.463805915569979,0.475811751654423,0.361546784530062,0.475811751654423,0.0997708517754042,0.183503888901411,0.183503888901411,1,0.266195800228469,0.0389529916535151,0.0389529916535151,0.127430717147122,0.0997708517754042,-0.0452881783704685,-0.0452881783704685,0.177953891955224
"o__Alteromonadales",0.112056191592944,0.104272022592862,0.104272022592862,-0.108571724005093,-0.12073386873038,-0.158513934264508,0.0010538460993143,-0.0535254214288743,-0.0535254214288743,-0.0535254214288743,0.0537792504220387,-0.108076026691128,-0.108076026691128,-0.108076026691128,-0.19853182216508,-0.0116737040861832,-0.161608576414482,-0.161608576414482,0.118682747752916,-0.19853182216508,-0.19853182216508,0.0507599499055378,0.0507599499055378,-0.0698980749003882,0.209532679756843,0.13912846523912,0.452175438411785,0.13912846523912,-0.169972281598495,0.222053309697625,0.0927227334712855,0.615423688842249,-0.087053341004533,0.615423688842249,-0.0926779160462958,0.214603306633223,0.214603306633223,0.266195800228469,1,0.566354117569663,0.566354117569663,0.0891753501043994,0.209532679756843,-0.0905388127118747,-0.0905388127118747,0.0915037474870485
"g__Shewanella",0.153823400588047,0.165578899483561,0.165578899483561,-0.195615199108988,-0.100101337262697,-0.126931902376948,0.22025259989792,-0.136879036656603,-0.136879036656603,-0.136879036656603,0.126188616281267,-0.144909465525992,-0.144909465525992,-0.144909465525992,-0.130071843887424,-0.168261412081916,-0.105880887471907,-0.105880887471907,0.189232188069922,-0.130071843887424,-0.130071843887424,0.128036879932896,0.128036879932896,0.047975749589962,0.0290398438636336,0.349771686558974,0.541738150722271,0.349771686558974,-0.0971009461579528,0.316410363144565,-0.176172205875919,0.689649685287557,-0.205105296079451,0.689649685287557,-0.0871195315909009,0.133761311081292,0.133761311081292,0.0389529916535151,0.566354117569663,1,1,0.143509710286392,0.0290398438636336,-0.0593181998955285,-0.0593181998955285,0.0909592199952876
"f__Shewanellaceae",0.153823400588047,0.165578899483561,0.165578899483561,-0.195615199108988,-0.100101337262697,-0.126931902376948,0.22025259989792,-0.136879036656603,-0.136879036656603,-0.136879036656603,0.126188616281267,-0.144909465525992,-0.144909465525992,-0.144909465525992,-0.130071843887424,-0.168261412081916,-0.105880887471907,-0.105880887471907,0.189232188069922,-0.130071843887424,-0.130071843887424,0.128036879932896,0.128036879932896,0.047975749589962,0.0290398438636336,0.349771686558974,0.541738150722271,0.349771686558974,-0.0971009461579528,0.316410363144565,-0.176172205875919,0.689649685287557,-0.205105296079451,0.689649685287557,-0.0871195315909009,0.133761311081292,0.133761311081292,0.0389529916535151,0.566354117569663,1,1,0.143509710286392,0.0290398438636336,-0.0593181998955285,-0.0593181998955285,0.0909592199952876
"c__Bacilli",0.416212587591691,0.348914630797609,0.348914630797609,-0.143536836212404,-0.198224873877121,0.256132245104886,0.272609304216551,-0.0471753870186669,-0.0471753870186669,-0.0471753870186669,0.791454786136431,0.320098867605818,0.320098867605818,0.320098867605818,-0.145152891972112,-0.318952308990324,-0.170183277442745,-0.170183277442745,-0.166160954524817,-0.264456638798506,-0.264456638798506,0.531263745109581,0.531263745109581,-0.222953805065822,0.0870101433973626,0.357887591444328,0.0545304861238896,0.357887591444328,-0.129254619138864,0.731493373737695,0.27674207596751,0.211625939003595,-0.0877918987405943,0.211625939003595,-0.161590266309388,0.357839354417164,0.357839354417164,0.127430717147122,0.0891753501043994,0.143509710286392,0.143509710286392,1,0.104767315519273,0.0834248292808322,0.0834248292808322,-0.0862100611259931
"s__Roseburia.sp",0.0510727861575991,-0.0471221768035259,-0.0471221768035259,-0.167010664280671,-0.0854636598166996,-0.0602060162302293,0.00648432319589283,-0.116863408069743,-0.116863408069743,-0.116863408069743,0.0872150455973882,-0.12371955864518,-0.12371955864518,-0.12371955864518,-0.0647801125439093,0.127694918198152,-0.0903980745456177,-0.0903980745456177,-0.0667785598720111,-0.111051621503845,-0.111051621503845,0.286299167156934,0.286299167156934,0.0136534411178662,0.972451790633609,0.236688015169782,0.0308347029714188,0.236688015169782,-0.0999075525300587,0.162777945157703,0.337127638454882,0.023408077648666,0.0309023007791113,0.023408077648666,-0.046831955922865,0.808927880366694,0.808927880366694,0.0997708517754042,0.209532679756843,0.0290398438636336,0.0290398438636336,0.104767315519273,1,-0.050644183139196,-0.050644183139196,-0.0517722543137727
"s__Parvimonas.sp",-0.0894203668019792,-0.0814457381090399,-0.0814457381090399,-0.113714706536836,-0.058190745108872,-0.0737878451914923,-0.0838862316801732,-0.079570296967457,-0.079570296967457,-0.079570296967457,0.0419175767646292,-0.0842385326996852,-0.0842385326996852,-0.0842385326996852,-0.0756131508376434,-0.17117353391333,-0.0615505037521103,-0.0615505037521103,-0.0748028186233096,-0.0756131508376434,-0.0756131508376434,-0.0531644206650152,-0.0531644206650152,-0.0836675520668665,-0.050644183139196,0.176218209133888,-0.0920542203489317,0.176218209133888,0.308285073074297,0.205158439958516,0.0882863255318989,-0.106663070424534,0.511993977164635,-0.106663070424534,-0.050644183139196,0.340190838103721,0.340190838103721,-0.0452881783704685,-0.0905388127118747,-0.0593181998955285,-0.0593181998955285,0.0834248292808322,-0.050644183139196,1,1,-0.0793143967521209
"g__Parvimonas",-0.0894203668019792,-0.0814457381090399,-0.0814457381090399,-0.113714706536836,-0.058190745108872,-0.0737878451914923,-0.0838862316801732,-0.079570296967457,-0.079570296967457,-0.079570296967457,0.0419175767646292,-0.0842385326996852,-0.0842385326996852,-0.0842385326996852,-0.0756131508376434,-0.17117353391333,-0.0615505037521103,-0.0615505037521103,-0.0748028186233096,-0.0756131508376434,-0.0756131508376434,-0.0531644206650152,-0.0531644206650152,-0.0836675520668665,-0.050644183139196,0.176218209133888,-0.0920542203489317,0.176218209133888,0.308285073074297,0.205158439958516,0.0882863255318989,-0.106663070424534,0.511993977164635,-0.106663070424534,-0.050644183139196,0.340190838103721,0.340190838103721,-0.0452881783704685,-0.0905388127118747,-0.0593181998955285,-0.0593181998955285,0.0834248292808322,-0.050644183139196,1,1,-0.0793143967521209
"s__fragilis",-0.148544753541397,-0.130566656483693,-0.130566656483693,-0.261557187173593,-0.133845551501132,-0.0565735714803536,-0.0236953917524365,-0.183021032997468,-0.183021032997468,-0.183021032997468,-0.144623028176282,-0.173575344171585,-0.173575344171585,-0.173575344171585,0.478277612755881,-0.0343723147677966,-0.141573391171746,-0.141573391171746,-0.0877144526977931,-0.173919131911229,-0.173919131911229,-0.0815229431052856,-0.0815229431052856,0.163934801002966,-0.0517722543137727,-0.0796787992858717,0.104010432698867,-0.0796787992858717,0.10985930742175,0.0650880716156635,-2.04572550496465e-20,0.0507595025187056,0.317265444178263,0.0507595025187056,-0.0733440269445113,0.0186304500485489,0.0186304500485489,0.177953891955224,0.0915037474870485,0.0909592199952876,0.0909592199952876,-0.0862100611259931,-0.0517722543137727,-0.0793143967521209,-0.0793143967521209,1
